day,trades,total_pnl,avg,wr
Monday,240,-19.480000000000004,-0.08116666666666668,72.08333333333333
Tuesday,250,43.07000000000001,0.17228000000000002,74.4
Wednesday,260,25.03000000000001,0.0962692307692308,75.76923076923077
Thursday,246,-86.77,-0.35272357723577236,72.35772357723577
